# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct  4 03:36:09 2025,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,
# COLUMN disposition:    Archive Disposition,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,
# COLUMN pl_insol:       Insolation Flux [Earth Flux],,,,,,,,,,,,,,,,,,
# COLUMN pl_eqt:         Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_imppar:      Impact Parameter,,,,,,,,,,,,,,,,,,
# COLUMN pl_trandep:     Transit Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_trandur:     Transit Duration [hours],,,,,,,,,,,,,,,,,,
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_occdep:      Occultation Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbtper:     Epoch of Periastron [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orblper:     Argument of Periastron [deg],,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
pl_name,hostname,disposition,sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_logg,st_age,sy_gaiamag
EPIC 211333233.01,EPIC 211333233,candidate,1,0,5.409,,,,,0.028,0.0172,2.34408,3949,45.4751,,,,9.25338
EPIC 211335816.01,EPIC 211335816,candidate,1,0,4.99,,,,,0.487,0.1907,0.86208,6242,1.63356,1.21,4.09458,,11.9449
EPIC 211335816.01,EPIC 211335816,candidate,1,0,4.9898664,,167.032,1001,,,0.185,1.037,6242,1.63,,4.09,,11.9449
EPIC 211336288.01,EPIC 211336288,candidate,1,0,0.22181,,,,76.9,,,,3942,0.585409,0.576018,4.66358,,14.5583
EPIC 211336616.01,EPIC 211336616,candidate,1,0,44.13,,,,,0.037,0.0427,4.63488,4865.94,10.7024,,,,12.8338
EPIC 211342524.01,EPIC 211342524,candidate,1,0,14.448767,,,,,0.98,,3.7488,,1.36,,,,12.2951
EPIC 211342524.01,EPIC 211342524,candidate,1,0,14.449,,,,,0.991,9.1939,0.59496,6016,1.68931,1.11,4.02797,,12.2951
EPIC 211342524.01,EPIC 211342524,candidate,1,0,14.4518248,,,,,,4.465,3.628,6016,1.68931,1.11,4.02797,,12.2951
EPIC 211342524.01,EPIC 211342524,candidate,1,0,14.448987,,,,,,3.8361,3.7632,,1.739,,,,12.2951
EPIC 211357309.01,EPIC 211357309,candidate,1,0,0.463954,,,,,,0.0326,0.9888,,0.272,,,,13.0756
EPIC 211357309.01,EPIC 211357309,candidate,1,0,0.46395,,,,84,,,,3563,0.42,,5.004,,13.0756
EPIC 211357309.01,EPIC 211357309,candidate,1,0,0.46395,,,,86.7,,,,3720,0.491813,0.489906,4.74458,,13.0756
EPIC 211365543.01,EPIC 211365543,candidate,1,0,5.264,,,,,0.148,0.0096,4.18488,6190.82,1.5774,1.19,4.11773,,12.0228
EPIC 211372788.01,EPIC 211372788,candidate,1,0,1.529084,,,,,,1.0527,2.1936,,1.654,,,,14.3588
EPIC 211375488.01,EPIC 211375488,candidate,1,0,2.084,,,,,0.109,0.2385,1.95504,,,,,,
EPIC 211375488.01,EPIC 211375488,candidate,1,0,4.166738,,,,,1.26,,2.7312,,2,,,,
EPIC 211383821.01,EPIC 211383821,candidate,1,0,1.56699,,,,,,0.046,2.112,,0.603,,,,14.0195
EPIC 211383821.01,EPIC 211383821,candidate,1,0,1.567,,,,,0.093,0.0326,1.74792,4426.2,0.615898,0.693,4.69978,,14.0195
EPIC 211383821.01,EPIC 211383821,candidate,1,0,1.56706496,,,,,,0.049,2.144,4426.2,0.615898,0.693,4.69978,,14.0195
EPIC 211390903.01,EPIC 211390903,candidate,1,0,7.757595,,,,89.17,,0.075,,,0.713,,,,12.8185
EPIC 211393988.01,EPIC 211393988,candidate,1,0,4.871902,,,,,0.727,,4.6,6466,1.817,1.564,4.113,,13.7229
EPIC 211393988.01,EPIC 211393988,candidate,1,0,4.8718955,,,1663,,0.33,,,6972,1.82,1.53,4.1,,13.7229
EPIC 211393988.01,EPIC 211393988,candidate,1,0,4.8740385,,819.404,1490,,,0.641,4.125,6504.4,1.8,,4.05,,13.7229
EPIC 211396431.01,EPIC 211396431,candidate,1,0,8.514184,,,,,0.93,,11,4885,8.384,1.254,2.69,,11.7285
EPIC 211397774.01,EPIC 211397774,non-candidate,1,0,0.967865,,,,,,14.9235,2.5128,5255,0.97198,0.9,4.417,,15.7949
EPIC 211397844.01,EPIC 211397844,candidate,1,0,16.168833,,,,,,0.4046,3.1944,5186,5.653,,3.371,,13.3696
EPIC 211402878.01,EPIC 211402878,non-candidate,1,0,25.23658,,,,,,13.1088,3.4248,3777,0.701898,0.664837,4.56823,,14.4291
EPIC 211407755.01,EPIC 211407755,candidate,1,0,36.0861607,,,,,,,,4726,0.67,0.68,4.63,,14.4015
EPIC 211407755.01,EPIC 211407755,candidate,1,0,36.109,,,,,,0.49,3.192,,0.504,,,,14.4015
EPIC 211408138.01,EPIC 211408138,non-candidate,1,0,10.337864,,,,,,5.0598,7.0896,6281,1.96735,,,,12.5998
EPIC 211408558.01,EPIC 211408558,candidate,1,0,9.967689,,,,,0.079,,4.3,5882,1.031,1.103,4.455,,11.4706
EPIC 211409299.01,EPIC 211409299,non-candidate,1,0,13.919301,,,,,,12.6507,4.8864,5330.07,1.2633,0.92,4.19884,,11.9842
EPIC 211411891.01,EPIC 211411891,non-candidate,1,0,0.954863,,,,,,12.2533,2.2272,5544.91,0.926751,0.98,4.49537,,12.785
EPIC 211413463.01,EPIC 211413463,candidate,1,0,3.25182,,,,,1.37,,2.7192,,0.63,,,,17.3562
EPIC 211418290.01,EPIC 211418290,candidate,1,0,5.032134,,,,,,1.048,8.5992,,2.516,,,,11.5115
EPIC 211418290.01,EPIC 211418290,candidate,1,0,5.03207,,,,88.41117,,,,5070,3.685008,,3.25,,11.5115
EPIC 211419451.01,EPIC 211419451,candidate,1,0,6.45795,,,,,,0.0788,1.032,,0.9389,,,,14.0464
EPIC 211422822.01,EPIC 211422822,non-candidate,1,0,0.554633,,,,,,2.677,1.3128,4729,0.951566,0.76,4.362,,15.6851
EPIC 211424769.01,EPIC 211424769,candidate,1,0,5.176243,,,,85.08481,,,,6185,1.118972,,4.34,,9.17856
EPIC 211424769.01,EPIC 211424769,candidate,1,0,5.176,,,,,0.157,0.3485,1.04904,6146,1.35641,1.166,4.23998,,9.17856
EPIC 211425822.01,EPIC 211425822,non-candidate,1,0,2.153178,,,,,,16.1675,2.6736,5523,0.997379,0.97,4.42712,,15.0642
EPIC 211428897.01,EPIC 211428897,candidate,1,0,1.610888,,,,,,0.0696,1.2048,,0.299,,,,13.3119
EPIC 211428897.01,EPIC 211428897,candidate,1,0,1.611,,,,,0,0.0517,1.05888,3511,0.409602,0.402278,4.81787,,13.3119
EPIC 211428897.01,EPIC 211428897,candidate,1,0,1.610911,,,,,0.53,,1.0704,,0.56,,,,13.3119
EPIC 211428897.01,EPIC 211428897,candidate,1,0,1.61092,,,,89.09,,,,3511,0.409602,0.402278,4.81787,,13.3119
EPIC 211428897.02,EPIC 211428897,candidate,1,0,2.17807,,,,89.22,,,,3511,0.409602,0.402278,4.81787,,13.3119
EPIC 211428897.02,EPIC 211428897,candidate,1,0,2.178008,,,,,,0.0453,1.2768,,0.299,,,,13.3119
EPIC 211428897.02,EPIC 211428897,candidate,1,0,2.177846,,,,,0.52,,1.2888,,0.56,,,,13.3119
EPIC 211428897.03,EPIC 211428897,candidate,1,0,4.96792,,,,,,0.0572,1.296,,0.299,,,,13.3119
EPIC 211428897.03,EPIC 211428897,candidate,1,0,4.96883,,,,89.53,,,,3511,0.409602,0.402278,4.81787,,13.3119
EPIC 211428897.04,EPIC 211428897,candidate,1,0,6.26561,,,,,,0.058,1.512,,0.299,,,,13.3119
EPIC 211428897.05,EPIC 211428897,candidate,1,0,3.28963,,,,,,0.0259,2.04,,0.299,,,,13.3119
EPIC 211429934.01,EPIC 211429934,non-candidate,1,0,0.565934,,,,,,7.6907,1.9608,5309,1.55349,0.91,4.01449,,14.7956
EPIC 211430148.01,EPIC 211430148,non-candidate,1,0,15.091257,,,,,,38.7212,4.1544,5369,1.55474,0.93,4.02323,,14.8672
EPIC 211431013.01,EPIC 211431013,non-candidate,1,0,3.102398,,,,,,11.6056,6.18,5483.32,1.85351,0.96,3.88435,,14.8095
EPIC 211432103.01,EPIC 211432103,candidate,1,0,0.93346092,,,,,,0.194,2.338,6035.64,2.62165,1.12,3.65014,,9.99209
EPIC 211432167.01,EPIC 211432167,non-candidate,1,0,5.817737,,,,,,0.9442,2.8848,6290.85,3.03613,1.232,3.56404,,8.14487
EPIC 211432176.01,EPIC 211432176,non-candidate,1,0,5.817854,,,,,,0.9632,2.88,,,,,,10.0918
EPIC 211432922.01,EPIC 211432922,candidate,1,0,5.81861,,,,,,0.689,3.888,,0.38,,,,17.9078
EPIC 211432946.01,EPIC 211432946,non-candidate,1,0,1.671965,,,,,,32.1572,2.1528,3243,0.483697,0.481713,4.75171,,15.0674
EPIC 211436313.01,EPIC 211436313,candidate,1,0,4.332837,,,,,0.312,,2.4,4768,0.725,0.942,4.693,,13.9586
EPIC 211436876.01,EPIC 211436876,candidate,1,0,1.1524,,8270.029,,89.9962,,,,5992,1.057,0.992,4.386,,12.2887
EPIC 211438731.01,EPIC 211438731,candidate,1,0,20.486455,,,,,0.722,,2,3664,0.371,0.357,4.852,,15.2077
EPIC 211439059.01,EPIC 211439059,candidate,1,0,18.634179,,,,89.75,,0.031,,,0.821,,,,13.0279
EPIC 211439059.01,EPIC 211439059,candidate,1,0,18.645046,,,,,0.51,,5.0592,,0.84,,,,13.0279
EPIC 211439059.01,EPIC 211439059,candidate,1,0,18.6393,,,,,,0.0399,5.64,,0.821,,,,13.0279
EPIC 211439059.01,EPIC 211439059,candidate,1,0,18.641,,,,,0.173,0.0285,5.22,4774.48,,,,,13.0279
EPIC 211442571.01,EPIC 211442571,candidate,1,0,5.19287,,,,,,0.0211,2.472,,0.826,,,,12.8244
EPIC 211442571.02,EPIC 211442571,candidate,1,0,3.39934,,,,,,0.015,2.184,,0.826,,,,12.8244
EPIC 211449931.01,EPIC 211449931,non-candidate,1,0,6.663685,,,,,,7.7241,2.6208,5691.67,1.05709,1.01,4.39416,,14.7191
EPIC 211451776.01,EPIC 211451776,candidate,1,0,12.17682,,,,,0.232,,2.9,4477,0.637,0.812,4.739,,13.8524
EPIC 211452175.01,EPIC 211452175,non-candidate,1,0,11.114394,,,,,,14.0535,6.2304,5904.69,2.44643,1.07,3.69039,,12.4028
EPIC 211453076.01,EPIC 211453076,non-candidate,1,0,0.524461,,,,,,0.88,1.7136,3112,0.200172,0.169168,5.06358,,16.1204
EPIC 211453223.01,EPIC 211453223,non-candidate,1,0,9.056947,,,,,,22.8283,3.3336,4942,1.05773,0.81,4.2978,,14.5702
EPIC 211468153.01,EPIC 211468153,non-candidate,1,0,0.737735,,,,,,29.3171,1.9608,4908.37,1.53058,0.8,3.97144,,14.4766
EPIC 211469889.01,EPIC 211469889,candidate,1,0,7.07737,,,,,,0.0907,3.072,,0.662,,,,14.5145
EPIC 211471048.01,EPIC 211471048,non-candidate,1,0,0.799768,,,,,,36.8062,3.5976,8175.71,1.67093,2,4.29318,,12.6984
EPIC 211477347.01,EPIC 211477347,non-candidate,1,0,1.641114,,,,,,23.2835,4.404,8231,1.10451,2.02,4.65708,,15.3216
EPIC 211480861.01,EPIC 211480861,candidate,1,0,6.3508198,,,,,,,,7461,2.11,1.74,4.03,,9.77086
EPIC 211490299.01,EPIC 211490299,non-candidate,1,0,0.555516,,,,,,12.5677,1.4784,,,,,,16.136
EPIC 211492384.01,EPIC 211492384,candidate,1,0,0.635328,,,,,,0.1315,1.3032,6420,1.531,,4.176,,12.4693
EPIC 211492449.01,EPIC 211492449,candidate,1,0,16.24196986,,,,,,0.241,4.391,4499.02,10.4554,,,,14.3187
EPIC 211492541.01,EPIC 211492541,non-candidate,1,0,1.031746,,,,,,1.3062,5.5512,7598.94,1.85084,1.77,4.1513,,12.3374
EPIC 211493669.01,EPIC 211493669,non-candidate,1,0,0.58337,,,,,,1.6936,1.164,5802.79,0.742872,1.04,4.71327,,12.9972
EPIC 211503824.01,EPIC 211503824,candidate,1,0,2.047195,,,,,,0.0255,1.8936,6150,0.958,,4.476,,11.217
EPIC 211505089.01,EPIC 211505089,candidate,1,0,24.4472,,,,,,0.0718,6.36,,0.647,,,,12.8901
EPIC 211506851.01,EPIC 211506851,candidate,1,0,10.542179,,,,,0.526,,3.3,5441,0.916,0.81,4.423,,13.1276
EPIC 211509665.01,EPIC 211509665,non-candidate,1,0,3.247194,,,,,,27.4993,4.704,5581,1.17125,0.99,4.29641,,16.0038
EPIC 211510580.01,EPIC 211510580,candidate,1,0,5.31471,,,,,,0.1511,1.896,,0.355,,,,15.2044
EPIC 211516501.01,EPIC 211516501,candidate,1,0,3.84981,,,,,,0.0153,3.36,,1.42,,,,12.5174
EPIC 211524114.01,EPIC 211524114,non-candidate,1,0,0.715676,,,,,,0.1668,1.248,4476.31,7.82356,,,,11.4692
EPIC 211524558.01,EPIC 211524558,non-candidate,1,0,0.546969,,,,,,49.688,1.9608,5162.92,0.996147,0.87,4.38094,,13.8491
EPIC 211526186.01,EPIC 211526186,non-candidate,1,0,0.682618,,,,,,1.0943,1.1688,6120.16,2.77001,1.16,3.61756,,12.8077
EPIC 211533633.01,EPIC 211533633,candidate,1,0,2.126953,,,,,,0.0707,1.416,4020,0.573,,4.696,,13.1491
EPIC 211534342.01,EPIC 211534342,non-candidate,1,0,0.512702,,,,,,25.9506,1.8024,4513,1.00839,0.71,4.28207,,15.7659
EPIC 211535327.01,EPIC 211535327,candidate,1,0,20.2244,,,,,,0.1132,4.176,,0.8325,,,,13.8711
EPIC 211535481.01,EPIC 211535481,non-candidate,1,0,0.539696,,,,,,10.1331,1.7448,,,,,,
EPIC 211537087.02,K2-356,candidate,1,1,42.3822512,,,482,,0.4,,,5568,0.86,0.9,4.52,,13.148
EPIC 211537087.03,K2-356,candidate,1,1,41.9,,,82,,0.7,,,5568,0.86,0.9,4.52,,13.148
EPIC 211538193.01,EPIC 211538193,non-candidate,1,0,0.597258,,,,,,25.0566,1.9608,5374.42,1.47741,0.93,4.06755,,13.6656
EPIC 211540348.01,EPIC 211540348,non-candidate,1,0,0.620388,,,,,,49.7678,1.9608,7577.62,1.48463,1.76,4.34034,,13.3569
EPIC 211541590.01,EPIC 211541590,candidate,1,0,9.81881482,,,,,,0.285,3.206,3463,0.411081,0.403933,4.81652,,14.1096
EPIC 211543616.01,EPIC 211543616,candidate,1,0,1.518232,,,,,,35.6389,3.0816,5510,1.209,,4.237,,15.6416
EPIC 211544257.01,EPIC 211544257,candidate,1,0,1.63013,,,,,,4.6964,2.2848,6190,1.602,,4.136,,12.2699
EPIC 211546613.01,EPIC 211546613,candidate,1,0,2.007472,,,,,,1.6989,0.9048,3790,0.473,,4.783,,16.383
EPIC 211546613.01,EPIC 211546613,candidate,1,0,2.007452829,,50.6324,680.34,,,2.06741145,0.9340475,3449,0.490442,,4.74578,,16.383
EPIC 211551160.01,EPIC 211551160,candidate,1,0,37.4059,,,,,,0.145,3.84,,0.581,,,,14.0199
EPIC 211552050.01,EPIC 211552050,candidate,1,0,3.544965,,,,,,0.0621,1.464,4860,0.701,,4.602,,13.2075
EPIC 211563123.01,EPIC 211563123,non-candidate,1,0,17.325857,,,,,,33.482,8.5152,6047.27,3.05384,1.12,3.51759,,12.5727
EPIC 211569704.01,EPIC 211569704,candidate,1,0,34.023,,,,,0,0.0308,3,4534.56,11.253,,,,11.9953
EPIC 211572480.01,EPIC 211572480,non-candidate,1,0,6.2043,,,,,,,,,,,,,13.7468
EPIC 211572511.01,EPIC 211572511,candidate,1,0,10.39528014,,,,,,0.019,4.442,5714.27,0.8881,1.019,4.54932,,11.7039
EPIC 211578235.01,EPIC 211578235,candidate,1,0,11.00357542,,,,,,0.78,1.503,5506.87,1.0551,0.97,4.37825,,14.3314
EPIC 211578235.01,EPIC 211578235,candidate,1,0,11.007537,,,,,1.29,,1.5408,,0.94,,,,14.3314
EPIC 211579683.01,EPIC 211579683,candidate,1,0,9.0102,,,,,,0.0982,4.872,,0.738,,,,13.9824
EPIC 211579683.01,EPIC 211579683,candidate,1,0,9.01258853,,,,,,0.081,3.639,4764.64,0.81741,0.767,4.49798,,13.9824
EPIC 211586387.01,EPIC 211586387,candidate,1,0,35.383,,,,,0,0.0945,3.09408,4663,0.667213,0.74,4.65877,,14.3084
EPIC 211586387.01,EPIC 211586387,candidate,1,0,35.3972,,,,,,0.147,4.68,,0.531,,,,14.3084
EPIC 211589784.01,EPIC 211589784,non-candidate,1,0,1.359386,,,,,,9.2013,1.8408,5723.55,1.28259,1.02,4.23049,,12.0072
EPIC 211590050.01,EPIC 211590050,candidate,1,0,26,,,222,,0.27,,,6414,1.57,1.29,4.16,,13.3081
EPIC 211600389.01,EPIC 211600389,non-candidate,1,0,0.630717,,,,,,16.3414,1.9608,6591.15,1.57514,1.37,4.18015,,14.0604
EPIC 211600632.01,EPIC 211600632,non-candidate,1,0,0.630718,,,,,,16.4032,1.9608,,,,,,19.2896
EPIC 211604981.01,EPIC 211604981,non-candidate,1,0,12.427163,,,,,,1.6631,5.3784,6435.2,2.39747,1.3,3.7925,,12.6528
EPIC 211606790.01,EPIC 211606790,candidate,1,0,37.246869,,,,88.20122,,,,5445,1.475643,,4.05,,12.0575
EPIC 211606790.01,EPIC 211606790,candidate,1,0,37.24703,,,,,,0.7202,4.9296,,1.696,,,,12.0575
EPIC 211607670.01,EPIC 211607670,non-candidate,1,0,1.348851,,,,,,21.782,3.8016,6311.4,1.38773,1.24,4.24688,,12.7802
EPIC 211607804.01,EPIC 211607804,non-candidate,1,0,1.490219,,,,,,73.3825,3.924,7175.46,1.72824,1.6,4.16698,,13.0426
EPIC 211611139.01,EPIC 211611139,candidate,1,0,1.882213,,,,,,0.5678,0.9648,6590,1.568,,4.178,,12.5013
EPIC 211613886.01,EPIC 211613886,non-candidate,1,0,0.958786,,,,,,1.7691,1.2528,5512.55,1.0377,0.968,4.3918,,12.7021
EPIC 211613886.01,EPIC 211613886,non-candidate,1,0,0.9587591,,,,,,1.626,1.776,,1.171,,,,12.7021
EPIC 211616939.01,EPIC 211616939,candidate,1,0,1.8554,,,,,,0.0775,2.8008,4990,10.091,,2.964,,11.7932
EPIC 211619120.01,EPIC 211619120,non-candidate,1,0,11.100314,,,,,,12.3582,12.5808,4928.18,3.70395,,,,13.1224
EPIC 211619805.01,EPIC 211619805,candidate,1,0,1.855827,,,,,,0.0844,3.0168,4720,0.664,,4.627,,12.9575
EPIC 211619879.01,EPIC 211619879,candidate,1,0,15.7512,,,,,,0.05,2.568,,0.582,,,,14.1175
EPIC 211620138.01,EPIC 211620138,candidate,1,0,1.855421,,,,,,66.0084,5.6832,11500,2.734,,4.055,,9.057
EPIC 211621644.01,EPIC 211621644,non-candidate,1,0,0.921358,,,,,,12.7918,1.6656,5255.22,1.30486,0.9,4.16118,,15.4489
EPIC 211621961.01,EPIC 211621961,non-candidate,1,0,11.078847,,,,,,12.1654,14.328,5162,1.9631,,,,16.5831
EPIC 211625003.01,EPIC 211625003,non-candidate,1,0,0.530431,,,,,,40.9431,1.9608,5666.31,1.49032,1.01,4.09583,,12.5508
EPIC 211626490.01,EPIC 211626490,non-candidate,1,0,0.747734,,,,,,28.7143,1.9608,8498.37,1.65596,2.11,4.32425,,12.8036
EPIC 211630537.01,EPIC 211630537,non-candidate,1,0,0.69719,,,,,,3.4039,1.8552,5535.52,1.45971,0.97,4.0963,,14.1809
EPIC 211631538.01,EPIC 211631538,candidate,1,0,5.513327,,,,,,0.2119,0.9264,5020,0.77,,4.562,,14.2198
EPIC 211631904.01,EPIC 211631904,non-candidate,1,0,0.884004,,,,,,39.1961,2.1168,5119.55,0.742353,0.86,4.63135,,13.7903
EPIC 211638401.01,EPIC 211638401,candidate,1,0,0.53027,,,,,,0.0568,1.0632,3880,0.558,,4.706,,14.2877
EPIC 211638883.01,EPIC 211638883,non-candidate,1,0,0.543877,,,,,,0.0659,0.6768,6177.78,1.36241,1.18,4.24133,,12.6247
EPIC 211639283.01,EPIC 211639283,non-candidate,1,0,6.741846,,,,,,5.5296,7.248,4861.09,2.13528,,,,15.0478
EPIC 211642307.01,EPIC 211642307,candidate,1,0,20.9913,,,,,,0.129,2.928,,0.386,,,,14.6731
EPIC 211642882.01,EPIC 211642882,candidate,1,0,23.89959502,,12.1501,476.17,,,1.59987683,2.0395157,4736.5,0.76962,,4.55,,13.8107
EPIC 211642882.01,EPIC 211642882,candidate,1,0,23.897707,,,,,,1.1511,1.4832,5020,0.728,,4.581,,13.8107
EPIC 211644647.01,EPIC 211644647,non-candidate,1,0,2.044175,,,,,,7.196,7.1472,5480.16,2.49927,0.96,3.62471,,13.3243
EPIC 211644764.01,EPIC 211644764,candidate,1,0,23.5306712,,,591,,0.42,,,6688,1.9,1.48,4.05,,13.0344
EPIC 211645912.01,EPIC 211645912,candidate,1,0,10.6741,,,,,,0.0354,3.768,,0.9538,,,,12.4701
EPIC 211645912.01,EPIC 211645912,candidate,1,0,10.673,,,,,0.104,0.0274,3.43608,5919.66,0.928134,1.08,4.53627,,12.4701
EPIC 211649214.01,EPIC 211649214,candidate,1,0,3.78795,,,,,,0.4851,1.6512,5126,4.182,,3.476,,14.7178
EPIC 211651743.01,EPIC 211651743,non-candidate,1,0,0.516235,,,,,,11.1574,1.9608,7701,2.08947,1.81,4.05568,,13.9583
EPIC 211662047.01,EPIC 211662047,non-candidate,1,0,0.635238,,,,,,12.6462,1.5288,4743.31,0.919305,0.76,4.39196,,14.8929
EPIC 211663508.01,EPIC 211663508,non-candidate,1,0,0.544418,,,,,,43.4869,1.9512,5076.71,1.06871,0.85,4.30977,,14.3613
EPIC 211663688.01,EPIC 211663688,candidate,1,0,1.855516,,,,,,1.4554,4.0752,3110,0.189,,5.092,,17.2515
EPIC 211664543.01,EPIC 211664543,non-candidate,1,0,0.698333,,,,,,10.6429,1.32,4081,0.664517,0.64,4.59923,,15.7351
EPIC 211673349.01,EPIC 211673349,candidate,1,0,4.894289,,,,,,0.3043,2.1048,4440,0.686,,4.62,,14.4269
EPIC 211679060.01,EPIC 211679060,candidate,1,0,12.601781,,,,,0.731,,3.4,5791,1.088,0.803,4.269,,13.6743
EPIC 211682423.01,EPIC 211682423,candidate,1,0,6.96350934,,,,,,0.016,2.189,6244.89,1.23998,1.21,4.33403,,12.5463
EPIC 211685045.01,EPIC 211685045,candidate,1,0,0.769057,,,,82.9,,,,3832,0.54,,4.9,,15.0987
EPIC 211694226.01,EPIC 211694226,candidate,1,0,1.91828,,,,86.2,,,,,,,,,
EPIC 211705502.01,EPIC 211705502,non-candidate,1,0,2.5819,,,,,,,,,,,,,13.2136
EPIC 211705502.01,EPIC 211705502,non-candidate,1,0,2.5840753,,1881.65,1834,,,0.1757,1.666,6119,1.4,,4.2,,13.2136
EPIC 211705502.01,EPIC 211705502,non-candidate,1,0,2.5844972,,,2277,,0.99,,,6471,1.39,1.26,4.24,,13.2136
EPIC 211705654.01,EPIC 211705654,non-candidate,1,0,2.5331,,,,,,0.17,,5301.32,1.54022,0.91,4.02194,,12.1208
EPIC 211710534.01,EPIC 211710534,non-candidate,1,0,3.022569,,,,,,5.6458,3.384,6481.66,1.89113,1.32,4.0052,,12.1335
EPIC 211711685.01,EPIC 211711685,candidate,1,0,15.462807,,,,,0.473,,4,5509,0.919,0.802,4.414,,12.3801
EPIC 211718105.01,EPIC 211718105,non-candidate,1,0,2.958763,,,,,,17.698,5.7864,5935.86,2.34828,1.08,3.72999,,14.082
EPIC 211718187.01,EPIC 211718187,candidate,1,0,5.51633,,,,,,0.183,1.92,,0.306,,,,15.9462
EPIC 211719484.01,EPIC 211719484,candidate,1,0,0.36091387,,,,,,0.739,1.692,6175,1.92205,1.18,3.94242,,12.5713
EPIC 211721325.01,EPIC 211721325,non-candidate,1,0,1.052364,,,,,,34.8537,2.8296,5157,1.1112,0.87,4.286,,15.5423
EPIC 211724246.01,EPIC 211724246,candidate,1,0,4.7464485,,281.823,1141,,,0.194,2.408,5890.5,2.26,,3.76,,13.2538
EPIC 211724246.01,EPIC 211724246,candidate,1,0,4.746159,,,,,0.946,,2.9,5878,2.207,1.677,3.977,,13.2538
EPIC 211724246.01,EPIC 211724246,candidate,1,0,4.7464962,,,1775,,0.91,,,6486,2.1,1.5,3.97,,13.2538
EPIC 211728689.01,EPIC 211728689,candidate,1,0,8.952623,,,,,0.851,,2.6,5258,0.856,1.023,4.586,,14.5151
EPIC 211731298.01,EPIC 211731298,candidate,1,0,1.99043,,,,,0.18,,,5086,0.82,,,,13.0544
EPIC 211731298.01,EPIC 211731298,candidate,1,0,1.99067602,,,,,,0.034,1.862,5194.62,0.792521,0.882,4.58551,,13.0544
EPIC 211731298.01,EPIC 211731298,candidate,1,0,1.990422,,,,,,0.0447,2.0736,,0.824,,,,13.0544
EPIC 211732801.01,EPIC 211732801,non-candidate,1,0,2.131554,,,,,,6.8562,4.0656,6147.31,2.44273,1.167,3.72939,,10.6425
EPIC 211733267.01,EPIC 211733267,candidate,1,0,8.658,,,,,0.261,0.5656,1.098,5127,0.901716,0.864,4.46444,,12.1965
EPIC 211733267.01,EPIC 211733267,candidate,1,0,8.65871336,,,,,,0.873,1.56,5127,0.901716,0.864,4.46444,,12.1965
EPIC 211733267.01,EPIC 211733267,candidate,1,0,8.658168,,,,87.36135,,,,5319,0.818973,,4.55,,12.1965
EPIC 211733267.01,EPIC 211733267,candidate,1,0,8.658143,,,,,,0.7969,1.6968,,0.9,,,,12.1965
EPIC 211733267.01,EPIC 211733267,candidate,1,0,8.657975,,,,,,0.6106,0.984,5370,0.891,,4.45,,12.1965
EPIC 211736305.01,EPIC 211736305,candidate,1,0,14.5616,,,,,,0.1029,3.144,,0.849,,,,14.5145
